participant_id,gerakan,rep,fase,kanal,n_jendela,n_bersih,theta_db,mu_db,beta_db,otot_db,total4_db,theta_m2b_db,mu_m2b_db,beta_m2b_db,detik_bersih,rentang_detik,cakupan,lolos_R1
P31,Agem Kiri,4,Pra-Gerak,O2,4,4,2.274,1.732,-1.298,-1.45,1.036,1.237,0.696,-2.334,1.75,1.75,1.0,True
P31,Agem Kiri,4,Pra-Gerak,P3,4,0,,,,,,,,,0.0,1.75,0.0,False
P31,Agem Kiri,4,Pra-Gerak,P4,4,4,-3.377,-5.367,-5.184,-4.186,-4.223,0.846,-1.143,-0.96,1.75,1.75,1.0,True
P31,Agem Kiri,4,Pra-Gerak,T3,4,0,,,,,,,,,0.0,1.75,0.0,False
P31,Agem Kiri,4,Pra-Gerak,T4,4,4,1.722,3.968,1.367,0.526,2.394,-0.671,1.575,-1.027,1.75,1.75,1.0,True
P31,Agem Kiri,4,Pra-Gerak,T5,4,4,-4.094,-5.666,-5.104,-3.785,-4.961,0.867,-0.705,-0.143,1.75,1.75,1.0,True
P31,Agem Kiri,4,Pra-Gerak,T6,4,4,4.787,1.413,-1.083,-0.725,2.108,2.679,-0.695,-3.191,1.75,1.75,1.0,True
P31,Agem Kiri,4,Tahan,C3,7,6,5.068,2.435,5.213,3.961,4.44,0.629,-2.005,0.774,2.5,2.5,1.0,True
P31,Agem Kiri,4,Tahan,C4,7,5,-0.208,-3.537,-3.138,-2.546,-2.343,2.136,-1.193,-0.795,2.0,2.5,0.8,True
P31,Agem Kiri,4,Tahan,F3,7,7,-0.57,-5.581,-1.747,-3.89,-2.136,1.566,-3.445,0.389,2.5,2.5,1.0,True
P31,Agem Kiri,4,Tahan,F4,7,1,2.787,-2.475,2.193,2.632,1.324,1.462,-3.8,0.868,1.0,2.5,0.4,False
P31,Agem Kiri,4,Tahan,F7,7,0,,,,,,,,,0.0,2.5,0.0,False
P31,Agem Kiri,4,Tahan,F8,7,1,-0.246,5.268,3.719,4.267,3.83,-4.076,1.438,-0.112,1.0,2.5,0.4,False
P31,Agem Kiri,4,Tahan,Fp1,7,0,,,,,,,,,0.0,2.5,0.0,False
P31,Agem Kiri,4,Tahan,Fp2,7,0,,,,,,,,,0.0,2.5,0.0,False
P31,Agem Kiri,4,Tahan,O1,7,0,,,,,,,,,0.0,2.5,0.0,False
P31,Agem Kiri,4,Tahan,O2,7,1,3.034,0.257,4.823,6.132,3.357,-0.323,-3.1,1.466,1.0,2.5,0.4,False
P31,Agem Kiri,4,Tahan,P3,7,7,-0.72,-1.115,-0.946,-1.409,-0.92,0.2,-0.195,-0.026,2.5,2.5,1.0,True
P31,Agem Kiri,4,Tahan,P4,7,1,0.374,7.482,9.711,11.151,6.623,-6.249,0.859,3.088,1.0,2.5,0.4,False
P31,Agem Kiri,4,Tahan,T3,7,7,-1.757,-6.676,-3.618,-2.855,-3.765,2.008,-2.91,0.148,2.5,2.5,1.0,True
P31,Agem Kiri,4,Tahan,T4,7,3,10.787,12.755,10.547,10.886,11.36,-0.572,1.395,-0.813,2.25,2.5,0.9,True
P31,Agem Kiri,4,Tahan,T5,7,0,,,,,,,,,0.0,2.5,0.0,False
P31,Agem Kiri,4,Tahan,T6,7,5,6.209,3.21,5.394,4.763,5.064,1.145,-1.854,0.33,2.0,2.5,0.8,True
P31,Ngeed,3,Berdiri,C3,10,10,9.258,9.3,4.953,5.076,8.03,1.228,1.27,-3.076,3.25,3.25,1.0,True
P31,Ngeed,3,Berdiri,C4,10,10,4.501,0.504,0.438,1.717,1.842,2.659,-1.338,-1.404,3.25,3.25,1.0,True
P31,Ngeed,3,Berdiri,F3,10,10,-3.265,-3.079,-2.079,-1.668,-2.722,-0.544,-0.357,0.643,3.25,3.25,1.0,True
P31,Ngeed,3,Berdiri,F4,10,10,3.601,1.325,0.444,2.001,1.77,1.832,-0.444,-1.326,3.25,3.25,1.0,True
P31,Ngeed,3,Berdiri,F7,10,10,0.741,-1.031,-0.208,-0.039,-0.138,0.879,-0.893,-0.07,3.25,3.25,1.0,True
P31,Ngeed,3,Berdiri,F8,10,4,6.112,1.479,0.496,0.5,2.882,3.23,-1.402,-2.386,1.75,3.25,0.538,False
P31,Ngeed,3,Berdiri,Fp1,10,10,-2.099,-2.916,-2.365,-1.943,-2.425,0.326,-0.491,0.06,3.25,3.25,1.0,True
P31,Ngeed,3,Berdiri,Fp2,10,10,9.066,4.324,3.55,2.552,6.268,2.798,-1.944,-2.718,3.25,3.25,1.0,True
P31,Ngeed,3,Berdiri,O1,10,10,-3.474,-2.494,-3.754,-3.024,-3.262,-0.212,0.769,-0.491,3.25,3.25,1.0,True
P31,Ngeed,3,Berdiri,O2,10,10,8.385,3.567,3.174,1.456,5.522,2.863,-1.955,-2.348,3.25,3.25,1.0,True
P31,Ngeed,3,Berdiri,P3,10,10,1.008,-1.833,-3.643,-4.153,-1.359,2.367,-0.474,-2.284,3.25,3.25,1.0,True
P31,Ngeed,3,Berdiri,P4,10,5,4.943,6.12,4.882,4.375,5.191,-0.248,0.929,-0.309,2.0,3.25,0.615,False
P31,Ngeed,3,Berdiri,T3,10,10,4.052,-0.928,-1.569,-1.67,0.729,3.323,-1.657,-2.298,3.25,3.25,1.0,True
P31,Ngeed,3,Berdiri,T4,10,9,11.056,7.857,6.896,6.623,8.997,2.059,-1.14,-2.101,3.0,3.25,0.923,True
P31,Ngeed,3,Berdiri,T5,10,10,-1.223,-4.037,-2.386,-1.698,-2.478,1.255,-1.558,0.092,3.25,3.25,1.0,True
P31,Ngeed,3,Berdiri,T6,10,5,9.774,4.623,6.797,7.553,7.472,2.302,-2.849,-0.675,2.75,3.25,0.846,True
P31,Ngeed,3,Gerak,C3,2,2,11.735,3.19,2.142,1.866,7.515,4.219,-4.326,-5.373,1.25,1.25,1.0,True
P31,Ngeed,3,Gerak,C4,2,2,3.195,-0.898,-0.014,-1.631,0.785,2.41,-1.684,-0.799,1.25,1.25,1.0,True
P31,Ngeed,3,Gerak,F3,2,0,,,,,,,,,0.0,1.25,0.0,False
P31,Ngeed,3,Gerak,F4,2,2,5.761,-5.535,-3.337,-3.001,1.118,4.643,-6.653,-4.456,1.25,1.25,1.0,True
P31,Ngeed,3,Gerak,F7,2,2,2.165,-4.351,-2.018,-2.038,-0.753,2.918,-3.598,-1.265,1.25,1.25,1.0,True
P31,Ngeed,3,Gerak,F8,2,0,,,,,,,,,0.0,1.25,0.0,False
P31,Ngeed,3,Gerak,Fp1,2,2,-0.196,-6.163,-1.548,-1.928,-2.035,1.839,-4.128,0.487,1.25,1.25,1.0,True
P31,Ngeed,3,Gerak,Fp2,2,2,8.772,0.186,1.646,0.009,5.225,3.547,-5.039,-3.58,1.25,1.25,1.0,True
P31,Ngeed,3,Gerak,O1,2,2,0.62,-6.909,-3.221,-5.03,-2.319,2.939,-4.59,-0.901,1.25,1.25,1.0,True
P31,Ngeed,3,Gerak,O2,2,2,7.744,2.706,0.648,-0.002,4.477,3.267,-1.771,-3.829,1.25,1.25,1.0,True
P31,Ngeed,3,Gerak,P3,2,0,,,,,,,,,0.0,1.25,0.0,False
P31,Ngeed,3,Gerak,P4,2,2,6.016,4.731,1.733,-2.45,4.841,1.175,-0.11,-3.108,1.25,1.25,1.0,True
P31,Ngeed,3,Gerak,T3,2,2,-4.917,-2.897,-7.227,-5.235,-4.832,-0.085,1.935,-2.395,1.25,1.25,1.0,True
P31,Ngeed,3,Gerak,T4,2,2,16.5,4.938,3.868,2.274,12.336,4.164,-7.398,-8.469,1.25,1.25,1.0,True
P31,Ngeed,3,Gerak,T5,2,2,-0.733,-7.062,-4.427,-5.099,-3.566,2.833,-3.496,-0.861,1.25,1.25,1.0,True
P31,Ngeed,3,Gerak,T6,2,2,6.732,1.738,1.406,2.252,3.745,2.987,-2.007,-2.339,1.25,1.25,1.0,True
P31,Ngeed,3,Naik,C3,2,2,9.545,4.494,3.323,1.973,6.397,3.148,-1.903,-3.074,1.25,1.25,1.0,True
P31,Ngeed,3,Naik,C4,2,2,3.969,4.26,2.524,2.817,3.546,0.423,0.715,-1.022,1.25,1.25,1.0,True
P31,Ngeed,3,Naik,F3,2,2,-0.337,0.119,1.486,-0.644,0.582,-0.92,-0.463,0.904,1.25,1.25,1.0,True
P31,Ngeed,3,Naik,F4,2,1,6.855,0.919,5.119,2.947,4.782,2.073,-3.863,0.337,1.0,1.25,0.8,True
P31,Ngeed,3,Naik,F7,2,2,5.272,0.789,3.851,1.801,3.693,1.579,-2.903,0.158,1.25,1.25,1.0,True
P31,Ngeed,3,Naik,F8,2,0,,,,,,,,,0.0,1.25,0.0,False
P31,Ngeed,3,Naik,Fp1,2,2,3.792,-4.146,-1.379,-1.12,0.361,3.431,-4.507,-1.74,1.25,1.25,1.0,True
P31,Ngeed,3,Naik,Fp2,2,0,,,,,,,,,0.0,1.25,0.0,False
P31,Ngeed,3,Naik,O1,2,2,-2.237,0.86,0.21,0.23,-0.144,-2.093,1.004,0.354,1.25,1.25,1.0,True
P31,Ngeed,3,Naik,O2,2,2,5.064,6.613,4.698,5.778,5.533,-0.47,1.08,-0.835,1.25,1.25,1.0,True
P31,Ngeed,3,Naik,P3,2,2,-3.206,4.08,1.631,1.246,1.652,-4.858,2.428,-0.021,1.25,1.25,1.0,True
P31,Ngeed,3,Naik,P4,2,2,9.726,8.952,8.884,8.831,9.309,0.417,-0.357,-0.425,1.25,1.25,1.0,True
P31,Ngeed,3,Naik,T3,2,2,5.886,2.543,5.708,4.374,4.941,0.945,-2.398,0.767,1.25,1.25,1.0,True
P31,Ngeed,3,Naik,T4,2,2,12.291,13.856,7.908,8.553,11.76,0.531,2.096,-3.852,1.25,1.25,1.0,True
P31,Ngeed,3,Naik,T5,2,2,0.019,3.769,2.478,2.036,2.448,-2.429,1.321,0.03,1.25,1.25,1.0,True
P31,Ngeed,3,Naik,T6,2,0,,,,,,,,,0.0,1.25,0.0,False
P31,Ngeed,3,Pasca-Naik,C3,4,0,,,,,,,,,0.0,1.75,0.0,False
P31,Ngeed,3,Pasca-Naik,C4,4,4,7.584,2.025,3.446,3.435,4.553,3.031,-2.528,-1.107,1.75,1.75,1.0,True
P31,Ngeed,3,Pasca-Naik,F3,4,4,4.204,4.165,2.188,2.409,3.554,0.65,0.611,-1.366,1.75,1.75,1.0,True
P31,Ngeed,3,Pasca-Naik,F4,4,4,4.086,2.861,5.501,5.14,4.427,-0.341,-1.566,1.075,1.75,1.75,1.0,True
P31,Ngeed,3,Pasca-Naik,F7,4,4,5.544,-1.52,3.112,2.12,3.163,2.382,-4.683,-0.05,1.75,1.75,1.0,True
P31,Ngeed,3,Pasca-Naik,F8,4,0,,,,,,,,,0.0,1.75,0.0,False
P31,Ngeed,3,Pasca-Naik,Fp1,4,4,-2.755,-4.39,-1.403,-1.474,-2.563,-0.192,-1.827,1.16,1.75,1.75,1.0,True
P31,Ngeed,3,Pasca-Naik,Fp2,4,4,10.649,10.615,6.999,7.557,9.362,1.287,1.253,-2.363,1.75,1.75,1.0,True
P31,Ngeed,3,Pasca-Naik,O1,4,4,-1.684,-0.135,1.381,-0.902,0.24,-1.924,-0.375,1.141,1.75,1.75,1.0,True
P31,Ngeed,3,Pasca-Naik,O2,4,4,11.29,2.899,5.879,5.364,7.831,3.459,-4.932,-1.952,1.75,1.75,1.0,True
P31,Ngeed,3,Pasca-Naik,P3,4,4,1.638,1.363,0.911,0.114,1.274,0.364,0.088,-0.364,1.75,1.75,1.0,True
P31,Ngeed,3,Pasca-Naik,P4,4,0,,,,,,,,,0.0,1.75,0.0,False
P31,Ngeed,3,Pasca-Naik,T3,4,4,10.614,3.684,5.732,4.391,7.133,3.481,-3.449,-1.402,1.75,1.75,1.0,True
P31,Ngeed,3,Pasca-Naik,T4,4,4,12.744,4.785,9.501,7.778,10.245,2.499,-5.46,-0.744,1.75,1.75,1.0,True
P31,Ngeed,3,Pasca-Naik,T5,4,4,0.905,1.573,1.619,0.176,1.401,-0.496,0.172,0.218,1.75,1.75,1.0,True
P31,Ngeed,3,Pasca-Naik,T6,4,0,,,,,,,,,0.0,1.75,0.0,False
P31,Ngeed,3,Pra-Gerak,C3,4,4,-0.049,-1.629,-0.234,-0.296,-0.588,0.539,-1.041,0.354,1.75,1.75,1.0,True
P31,Ngeed,3,Pra-Gerak,C4,4,4,-0.82,-3.445,-4.537,-4.365,-3.005,2.184,-0.44,-1.532,1.75,1.75,1.0,True
P31,Ngeed,3,Pra-Gerak,F3,4,0,,,,,,,,,0.0,1.75,0.0,False
P31,Ngeed,3,Pra-Gerak,F4,4,4,-3.812,-7.0,-5.755,-5.207,-5.494,1.682,-1.506,-0.261,1.75,1.75,1.0,True
P31,Ngeed,3,Pra-Gerak,F7,4,4,-7.761,-6.169,-6.29,-6.232,-6.625,-1.136,0.456,0.335,1.75,1.75,1.0,True
P31,Ngeed,3,Pra-Gerak,F8,4,0,,,,,,,,,0.0,1.75,0.0,False
P31,Ngeed,3,Pra-Gerak,Fp1,4,4,-5.412,-6.167,-6.861,-6.992,-6.188,0.776,0.021,-0.674,1.75,1.75,1.0,True
P31,Ngeed,3,Pra-Gerak,Fp2,4,4,2.712,3.606,1.335,1.497,2.37,0.342,1.236,-1.034,1.75,1.75,1.0,True
P31,Ngeed,3,Pra-Gerak,O1,4,4,-3.198,-6.356,-6.583,-4.972,-5.303,2.104,-1.053,-1.28,1.75,1.75,1.0,True
P31,Ngeed,3,Pra-Gerak,O2,4,4,-1.351,-0.782,-0.518,0.53,-0.847,-0.505,0.065,0.328,1.75,1.75,1.0,True
P31,Ngeed,3,Pra-Gerak,P3,4,0,,,,,,,,,0.0,1.75,0.0,False
P31,Ngeed,3,Pra-Gerak,P4,4,4,-4.643,-0.115,-3.415,-4.263,-2.914,-1.729,2.799,-0.502,1.75,1.75,1.0,True
P31,Ngeed,3,Pra-Gerak,T3,4,4,-6.508,-9.808,-5.998,-5.841,-7.091,0.582,-2.718,1.092,1.75,1.75,1.0,True
P31,Ngeed,3,Pra-Gerak,T4,4,4,-0.922,0.974,-1.242,0.026,-0.396,-0.525,1.37,-0.846,1.75,1.75,1.0,True
P31,Ngeed,3,Pra-Gerak,T5,4,0,,,,,,,,,0.0,1.75,0.0,False
P31,Ngeed,3,Pra-Gerak,T6,4,4,-3.167,-3.055,-2.844,-2.064,-3.02,-0.147,-0.035,0.176,1.75,1.75,1.0,True
P31,Ngeed,3,Tahan,C3,4,4,4.49,0.245,-1.743,-0.419,1.55,2.94,-1.305,-3.292,1.75,1.75,1.0,True
P31,Ngeed,3,Tahan,C4,4,2,9.051,2.046,3.951,4.026,5.467,3.584,-3.42,-1.516,1.25,1.75,0.714,False
P31,Ngeed,3,Tahan,F3,4,4,-2.631,-3.609,-1.612,-0.373,-2.402,-0.229,-1.207,0.79,1.75,1.75,1.0,True
P31,Ngeed,3,Tahan,F4,4,4,6.822,5.466,3.703,3.403,5.291,1.532,0.176,-1.588,1.75,1.75,1.0,True
P31,Ngeed,3,Tahan,F7,4,4,2.515,-1.027,0.634,0.462,0.877,1.638,-1.905,-0.244,1.75,1.75,1.0,True
P31,Ngeed,3,Tahan,F8,4,1,3.157,-1.165,1.689,1.584,1.348,1.809,-2.513,0.341,1.0,1.75,0.571,False
P31,Ngeed,3,Tahan,Fp1,4,4,-5.038,-7.786,-0.964,-0.997,-3.358,-1.68,-4.428,2.394,1.75,1.75,1.0,True
P31,Ngeed,3,Tahan,Fp2,4,3,7.7,1.688,3.309,0.758,5.057,2.643,-3.369,-1.748,1.5,1.75,0.857,True
P31,Ngeed,3,Tahan,O1,4,4,-3.023,-0.358,-1.168,-0.64,-1.339,-1.684,0.981,0.171,1.75,1.75,1.0,True
P31,Ngeed,3,Tahan,O2,4,4,8.223,2.127,5.625,5.012,5.872,2.351,-3.744,-0.246,1.75,1.75,1.0,True
P31,Ngeed,3,Tahan,P3,4,0,,,,,,,,,0.0,1.75,0.0,False
P31,Ngeed,3,Tahan,P4,4,4,12.791,10.009,11.638,10.969,11.961,0.829,-1.952,-0.323,1.75,1.75,1.0,True
P31,Ngeed,3,Tahan,T3,4,4,8.816,7.648,4.834,5.438,7.007,1.809,0.641,-2.173,1.75,1.75,1.0,True
P31,Ngeed,3,Tahan,T4,4,1,8.901,7.917,4.032,3.863,7.294,1.606,0.622,-3.263,1.0,1.75,0.571,False
P31,Ngeed,3,Tahan,T5,4,4,-3.692,-1.487,-1.116,0.508,-1.81,-1.882,0.323,0.694,1.75,1.75,1.0,True
P31,Ngeed,3,Tahan,T6,4,1,12.937,6.236,3.66,4.809,8.99,3.947,-2.754,-5.33,1.0,1.75,0.571,False
P31,Ngeed,4,Berdiri,C3,10,0,,,,,,,,,0.0,3.25,0.0,False
P31,Ngeed,4,Berdiri,C4,10,10,-1.247,-2.333,-4.046,-4.35,-2.608,1.361,0.274,-1.438,3.25,3.25,1.0,True
P31,Ngeed,4,Berdiri,F3,10,0,,,,,,,,,0.0,3.25,0.0,False
P31,Ngeed,4,Berdiri,F4,10,0,,,,,,,,,0.0,3.25,0.0,False
P31,Ngeed,4,Berdiri,F7,10,0,,,,,,,,,0.0,3.25,0.0,False
P31,Ngeed,4,Berdiri,F8,10,0,,,,,,,,,0.0,3.25,0.0,False
P31,Ngeed,4,Berdiri,Fp1,10,0,,,,,,,,,0.0,3.25,0.0,False
P31,Ngeed,4,Berdiri,Fp2,10,0,,,,,,,,,0.0,3.25,0.0,False
P31,Ngeed,4,Berdiri,O1,10,0,,,,,,,,,0.0,3.25,0.0,False
P31,Ngeed,4,Berdiri,O2,10,0,,,,,,,,,0.0,3.25,0.0,False
P31,Ngeed,4,Berdiri,P3,10,0,,,,,,,,,0.0,3.25,0.0,False
P31,Ngeed,4,Berdiri,P4,10,2,5.549,4.639,5.226,2.815,5.268,0.281,-0.628,-0.042,1.25,3.25,0.385,False
P31,Ngeed,4,Berdiri,T3,10,0,,,,,,,,,0.0,3.25,0.0,False
P31,Ngeed,4,Berdiri,T4,10,10,11.52,7.087,6.807,6.197,9.087,2.434,-2.0,-2.28,3.25,3.25,1.0,True
P31,Ngeed,4,Berdiri,T5,10,0,,,,,,,,,0.0,3.25,0.0,False
P31,Ngeed,4,Berdiri,T6,10,10,11.87,7.055,6.088,6.002,8.848,3.022,-1.794,-2.76,3.25,3.25,1.0,True
P31,Ngeed,4,Gerak,C3,2,2,11.406,7.292,5.201,6.162,8.473,2.933,-1.181,-3.272,1.25,1.25,1.0,True
P31,Ngeed,4,Gerak,C4,2,2,5.371,0.11,-0.911,0.15,1.839,3.532,-1.729,-2.75,1.25,1.25,1.0,True
P31,Ngeed,4,Gerak,F3,2,0,,,,,,,,,0.0,1.25,0.0,False
P31,Ngeed,4,Gerak,F4,2,2,2.061,-0.025,0.92,1.431,0.996,1.066,-1.021,-0.076,1.25,1.25,1.0,True
P31,Ngeed,4,Gerak,F7,2,2,-0.353,1.218,-1.05,-3.928,-0.083,-0.27,1.302,-0.967,1.25,1.25,1.0,True
P31,Ngeed,4,Gerak,F8,2,2,3.034,1.469,-4.018,-2.333,0.589,2.446,0.881,-4.607,1.25,1.25,1.0,True
P31,Ngeed,4,Gerak,Fp1,2,2,-2.649,-0.912,-0.627,-4.278,-1.237,-1.412,0.325,0.61,1.25,1.25,1.0,True
P31,Ngeed,4,Gerak,Fp2,2,2,9.039,9.53,4.175,1.962,7.624,1.415,1.906,-3.45,1.25,1.25,1.0,True
P31,Ngeed,4,Gerak,O1,2,2,-0.802,-3.591,-2.521,-3.911,-2.261,1.459,-1.33,-0.261,1.25,1.25,1.0,True
P31,Ngeed,4,Gerak,O2,2,2,3.397,6.172,3.171,1.389,4.436,-1.039,1.736,-1.264,1.25,1.25,1.0,True
P31,Ngeed,4,Gerak,P3,2,0,,,,,,,,,0.0,1.25,0.0,False
P31,Ngeed,4,Gerak,P4,2,2,9.96,5.055,7.431,4.82,8.552,1.408,-3.497,-1.121,1.25,1.25,1.0,True
P31,Ngeed,4,Gerak,T3,2,1,-4.388,-1.658,-4.796,-2.714,-3.325,-1.062,1.667,-1.47,1.0,1.25,0.8,True
P31,Ngeed,4,Gerak,T4,2,2,6.068,14.865,10.676,12.276,11.637,-5.569,3.228,-0.961,1.25,1.25,1.0,True
P31,Ngeed,4,Gerak,T5,2,2,-1.827,-3.672,-2.314,-4.001,-2.607,0.781,-1.065,0.294,1.25,1.25,1.0,True
P31,Ngeed,4,Gerak,T6,2,1,14.078,9.9,9.028,9.677,11.359,2.719,-1.459,-2.331,1.0,1.25,0.8,True
P31,Ngeed,4,Naik,C3,2,2,2.734,-2.642,0.919,-0.125,0.837,1.897,-3.479,0.082,1.25,1.25,1.0,True
P31,Ngeed,4,Naik,C4,2,2,6.745,0.443,5.277,4.558,4.695,2.05,-4.252,0.582,1.25,1.25,1.0,True
P31,Ngeed,4,Naik,F3,2,0,,,,,,,,,0.0,1.25,0.0,False
P31,Ngeed,4,Naik,F4,2,2,4.322,-2.972,0.066,3.098,1.235,3.088,-4.206,-1.169,1.25,1.25,1.0,True
P31,Ngeed,4,Naik,F7,2,2,-1.105,-8.446,-6.151,-6.422,-4.403,3.298,-4.043,-1.748,1.25,1.25,1.0,True
P31,Ngeed,4,Naik,F8,2,2,8.117,-2.893,1.986,2.896,3.872,4.245,-6.765,-1.885,1.25,1.25,1.0,True
P31,Ngeed,4,Naik,Fp1,2,2,-4.141,-7.454,-6.887,-7.917,-6.053,1.912,-1.401,-0.834,1.25,1.25,1.0,True
P31,Ngeed,4,Naik,Fp2,2,2,9.886,10.71,6.296,4.455,8.88,1.006,1.83,-2.585,1.25,1.25,1.0,True
P31,Ngeed,4,Naik,O1,2,0,,,,,,,,,0.0,1.25,0.0,False
P31,Ngeed,4,Naik,O2,2,2,6.368,4.663,7.195,5.6,6.237,0.131,-1.574,0.957,1.25,1.25,1.0,True
P31,Ngeed,4,Naik,P3,2,0,,,,,,,,,0.0,1.25,0.0,False
P31,Ngeed,4,Naik,P4,2,2,18.159,11.344,10.903,12.48,15.913,2.246,-4.57,-5.01,1.25,1.25,1.0,True
P31,Ngeed,4,Naik,T3,2,0,,,,,,,,,0.0,1.25,0.0,False
P31,Ngeed,4,Naik,T4,2,2,8.935,-2.461,3.557,1.609,5.668,3.266,-8.129,-2.111,1.25,1.25,1.0,True
P31,Ngeed,4,Naik,T5,2,0,,,,,,,,,0.0,1.25,0.0,False
P31,Ngeed,4,Naik,T6,2,2,13.692,4.295,10.209,9.791,10.653,3.039,-6.358,-0.444,1.25,1.25,1.0,True
P31,Ngeed,4,Pasca-Naik,C3,4,3,-1.737,-3.881,-4.272,-3.643,-3.253,1.516,-0.628,-1.019,1.5,1.75,0.857,True
P31,Ngeed,4,Pasca-Naik,C4,4,4,-5.033,-4.303,-2.387,-1.65,-3.569,-1.464,-0.734,1.182,1.75,1.75,1.0,True
P31,Ngeed,4,Pasca-Naik,F3,4,0,,,,,,,,,0.0,1.75,0.0,False
P31,Ngeed,4,Pasca-Naik,F4,4,0,,,,,,,,,0.0,1.75,0.0,False
P31,Ngeed,4,Pasca-Naik,F7,4,3,-1.661,-3.79,-4.524,-3.688,-3.304,1.643,-0.487,-1.22,1.5,1.75,0.857,True
P31,Ngeed,4,Pasca-Naik,F8,4,3,-4.666,-11.631,-9.221,-8.407,-8.088,3.422,-3.543,-1.133,1.5,1.75,0.857,True
P31,Ngeed,4,Pasca-Naik,Fp1,4,0,,,,,,,,,0.0,1.75,0.0,False
P31,Ngeed,4,Pasca-Naik,Fp2,4,4,2.006,-0.489,-0.784,-0.544,0.395,1.61,-0.885,-1.179,1.75,1.75,1.0,True
P31,Ngeed,4,Pasca-Naik,O1,4,0,,,,,,,,,0.0,1.75,0.0,False
P31,Ngeed,4,Pasca-Naik,O2,4,4,0.53,-3.985,-4.223,-3.685,-2.166,2.696,-1.819,-2.058,1.75,1.75,1.0,True
P31,Ngeed,4,Pasca-Naik,P3,4,0,,,,,,,,,0.0,1.75,0.0,False
P31,Ngeed,4,Pasca-Naik,P4,4,4,9.378,9.591,10.661,11.79,9.866,-0.488,-0.275,0.795,1.75,1.75,1.0,True
P31,Ngeed,4,Pasca-Naik,T3,4,0,,,,,,,,,0.0,1.75,0.0,False
P31,Ngeed,4,Pasca-Naik,T4,4,4,2.922,0.535,1.536,0.898,1.833,1.089,-1.298,-0.297,1.75,1.75,1.0,True
P31,Ngeed,4,Pasca-Naik,T5,4,0,,,,,,,,,0.0,1.75,0.0,False
P31,Ngeed,4,Pasca-Naik,T6,4,3,1.843,2.625,1.627,1.467,2.08,-0.237,0.545,-0.452,1.5,1.75,0.857,True
P31,Ngeed,4,Pra-Gerak,C3,4,4,4.455,1.643,2.181,2.275,2.855,1.601,-1.212,-0.674,1.75,1.75,1.0,True
P31,Ngeed,4,Pra-Gerak,C4,4,4,0.703,-4.202,-2.384,-0.163,-1.763,2.466,-2.439,-0.621,1.75,1.75,1.0,True
P31,Ngeed,4,Pra-Gerak,F3,4,0,,,,,,,,,0.0,1.75,0.0,False
P31,Ngeed,4,Pra-Gerak,F4,4,4,3.396,0.167,1.416,2.502,1.704,1.692,-1.537,-0.288,1.75,1.75,1.0,True
P31,Ngeed,4,Pra-Gerak,F7,4,4,-7.356,-0.496,0.583,0.026,-1.012,-6.344,0.516,1.595,1.75,1.75,1.0,True
P31,Ngeed,4,Pra-Gerak,F8,4,4,-2.629,-3.649,0.345,1.551,-1.38,-1.249,-2.268,1.725,1.75,1.75,1.0,True
P31,Ngeed,4,Pra-Gerak,Fp1,4,4,-5.23,-2.296,-0.103,-0.502,-1.774,-3.456,-0.522,1.671,1.75,1.75,1.0,True
P31,Ngeed,4,Pra-Gerak,Fp2,4,4,7.21,4.242,4.517,5.955,5.547,1.662,-1.306,-1.031,1.75,1.75,1.0,True
P31,Ngeed,4,Pra-Gerak,O1,4,4,-8.949,-2.703,-3.557,-2.91,-4.153,-4.796,1.45,0.596,1.75,1.75,1.0,True
P31,Ngeed,4,Pra-Gerak,O2,4,4,1.502,-2.586,0.117,-0.516,-0.068,1.57,-2.518,0.185,1.75,1.75,1.0,True
P31,Ngeed,4,Pra-Gerak,P3,4,0,,,,,,,,,0.0,1.75,0.0,False
P31,Ngeed,4,Pra-Gerak,P4,4,4,10.297,9.139,5.577,6.536,9.085,1.212,0.054,-3.508,1.75,1.75,1.0,True
P31,Ngeed,4,Pra-Gerak,T3,4,4,-4.077,-5.671,-7.064,-7.113,-5.702,1.625,0.031,-1.362,1.75,1.75,1.0,True
P31,Ngeed,4,Pra-Gerak,T4,4,4,6.459,5.646,7.841,7.595,6.827,-0.368,-1.181,1.015,1.75,1.75,1.0,True
P31,Ngeed,4,Pra-Gerak,T5,4,4,-7.594,-4.52,-2.713,-1.492,-4.252,-3.342,-0.268,1.538,1.75,1.75,1.0,True
P31,Ngeed,4,Pra-Gerak,T6,4,4,8.156,4.146,9.042,11.441,7.658,0.498,-3.512,1.384,1.75,1.75,1.0,True
P31,Ngeed,4,Tahan,C3,5,5,-1.737,-2.442,-1.683,-3.604,-1.932,0.195,-0.51,0.248,2.0,2.0,1.0,True
P31,Ngeed,4,Tahan,C4,5,1,4.19,-2.92,-1.094,-0.183,0.539,3.652,-3.459,-1.632,1.0,2.0,0.5,False
P31,Ngeed,4,Tahan,F3,5,0,,,,,,,,,0.0,2.0,0.0,False
P31,Ngeed,4,Tahan,F4,5,1,7.396,-1.082,-1.784,-2.265,2.988,4.408,-4.07,-4.772,1.0,2.0,0.5,False
P31,Ngeed,4,Tahan,F7,5,5,1.132,0.744,0.253,-0.425,0.655,0.477,0.088,-0.402,2.0,2.0,1.0,True
P31,Ngeed,4,Tahan,F8,5,0,,,,,,,,,0.0,2.0,0.0,False
