participant_id,gerakan,rep,fase,kanal,M0_absolut_theta,M2_relatif_theta,M3_berdiri_theta,M0_absolut_mu,M2_relatif_mu,M3_berdiri_mu,M0_absolut_beta,M2_relatif_beta,M3_berdiri_beta,otot_db,M1_specparam_theta,M1_specparam_mu,M1_specparam_beta,aperiodik_offset_db,M4_otot_theta,M4_otot_mu,M4_otot_beta
P31,Agem Kiri,3,Naik,C3,-1.957,-5.109,-8.026,0.697,-2.455,-2.328,2.282,-0.87,1.107,2.552,-5.42,1.19,4.276,2.722,-4.192,-1.808,-0.195
P31,Agem Kiri,3,Naik,P3,-4.654,-3.752,-4.707,-0.162,0.739,1.506,-0.653,0.248,0.423,0.37,-1.8,4.845,3.95,0.294,-4.978,-0.525,-1.013
P31,Agem Kiri,3,Naik,T3,-6.647,-3.522,-9.22,-10.634,-7.509,-8.736,-6.7,-3.576,-5.339,-5.585,-2.345,-4.89,2.064,1.474,-1.755,-5.151,-1.279
P31,Agem Kiri,3,Naik,Fp2,5.56,0.85,-2.033,6.068,1.358,-0.177,5.971,1.261,1.046,4.052,1.771,5.235,5.447,7.661,2.011,2.09,2.038
P31,Agem Kiri,3,Naik,P4,3.313,4.172,-4.122,-1.109,-0.25,-8.344,0.111,0.97,-6.226,-0.327,2.982,1.206,3.362,6.327,3.6,-0.787,0.429
P31,Agem Kiri,3,Naik,O2,1.222,-0.952,-4.302,1.099,-1.075,-1.551,3.724,1.55,0.86,1.508,1.235,2.97,5.162,5.447,-0.099,-0.381,2.26
P31,Agem Kiri,3,Tahan,C4,1.877,2.387,-0.542,-0.733,-0.223,0.214,-1.804,-1.294,-1.463,-1.287,3.752,1.937,1.159,0.229,3.003,0.53,-0.555
P31,Agem Kiri,3,Tahan,P4,8.716,0.472,1.281,6.355,-1.89,-0.88,9.842,1.598,3.505,11.366,4.907,0.337,2.635,1.486,-1.238,-4.803,-1.189
P31,Agem Kiri,4,Berdiri,Fp1,1.69,-0.891,2.0,-3.004,-5.585,-0.011,-3.165,-5.746,-0.682,-2.766,-0.934,-1.827,1.134,9.958,4.113,-0.288,-0.48
P31,Agem Kiri,4,Berdiri,C3,11.149,3.427,5.08,2.233,-5.488,-0.792,2.201,-5.521,1.026,2.287,3.523,-2.041,0.224,12.72,9.146,-0.012,-0.019
P31,Agem Kiri,4,Berdiri,O1,-1.437,-0.175,-0.194,-6.843,-5.58,-3.304,-4.998,-3.735,-2.146,-4.234,-0.245,-3.288,0.804,3.494,2.27,-2.687,-0.889
P31,Agem Kiri,4,Berdiri,F7,2.943,-1.78,0.445,-0.571,-5.294,-1.613,-0.347,-5.071,-1.568,0.506,-0.534,-0.816,1.992,10.236,2.5,-1.068,-0.839
P31,Agem Kiri,4,Berdiri,T5,4.851,1.496,2.952,0.377,-2.977,2.237,-1.574,-4.929,0.546,-0.394,1.813,-0.236,0.274,9.327,5.196,0.764,-1.192
P31,Agem Kiri,4,Berdiri,Fp2,10.329,2.551,2.736,9.151,1.373,2.905,7.435,-0.344,2.509,7.155,2.442,2.144,0.957,8.453,4.063,2.127,0.49
P31,Agem Kiri,4,Berdiri,F4,9.031,1.95,4.522,4.317,-2.764,3.009,3.375,-3.706,2.238,4.181,1.173,-1.43,-0.366,12.101,5.369,0.212,-0.684
P31,Agem Kiri,4,Berdiri,O2,5.665,-0.272,0.141,3.2,-2.737,0.55,4.307,-1.63,1.443,4.189,-0.217,-1.286,0.841,8.459,1.997,-0.912,0.242
P31,Agem Kiri,4,Berdiri,T4,12.54,0.898,2.139,11.777,0.136,3.06,11.18,-0.462,2.197,11.517,1.859,0.845,0.327,10.389,2.453,0.471,0.002
P31,Agem Kiri,4,Gerak,Fp1,-7.537,-8.187,-7.227,-6.84,-7.49,-3.847,-2.113,-2.763,0.37,-0.17,-5.295,-2.361,2.505,0.019,-7.388,-6.673,-1.948
P31,Agem Kiri,4,Gerak,C3,3.468,3.464,-2.601,-1.281,-1.284,-4.305,-1.994,-1.998,-3.169,-0.791,8.382,1.689,-0.529,-10.052,4.161,-0.504,-1.226
P31,Agem Kiri,4,Gerak,O1,-7.882,-6.589,-6.639,-7.13,-5.837,-3.59,-3.987,-2.694,-1.136,-2.316,-4.009,-0.881,2.044,1.949,-5.854,-4.856,-1.739
P31,Agem Kiri,4,Gerak,F7,-3.022,-5.324,-5.52,-2.86,-5.162,-3.902,-0.578,-2.88,-1.798,0.94,-4.669,0.41,2.18,3.155,-3.845,-3.782,-1.49
P31,Agem Kiri,4,Gerak,T5,-8.146,-4.966,-10.045,-7.639,-4.459,-5.779,-6.809,-3.629,-4.689,-4.957,-4.163,-1.851,-0.892,-4.556,-3.805,-2.774,-1.999
P31,Agem Kiri,4,Gerak,Fp2,7.475,-1.961,-0.118,7.054,-2.382,0.809,5.498,-3.938,0.573,6.357,0.231,1.428,2.247,13.118,1.908,0.814,-0.671
P31,Agem Kiri,4,Gerak,F4,6.63,1.233,2.121,5.22,-0.177,3.912,2.984,-2.413,1.847,4.264,1.229,1.108,1.181,8.741,2.896,1.034,-1.154
P31,Agem Kiri,4,Gerak,C4,-0.972,-2.896,-3.391,-0.268,-2.192,0.679,1.619,-0.305,1.96,4.303,-3.117,-0.465,2.224,3.709,-4.741,-4.492,-2.557
P31,Agem Kiri,4,Gerak,P4,2.052,-2.396,-5.383,10.186,5.738,2.951,7.281,2.833,0.943,5.58,-0.868,6.069,1.179,-1.223,-2.835,4.708,1.865
P31,Agem Kiri,4,Gerak,O2,8.982,-0.796,3.457,8.474,-1.304,5.824,3.954,-5.824,1.09,3.813,-0.131,2.924,2.477,18.492,5.643,4.73,0.254
P31,Agem Kiri,4,Gerak,F8,-1.809,-2.38,-3.692,-0.466,-1.037,1.634,-6.455,-7.027,-5.057,-4.194,0.249,6.228,-0.379,-1.527,1.864,3.652,-2.385
P31,Agem Kiri,4,Naik,F3,-0.701,1.268,-2.657,-2.406,-0.437,-1.663,-0.718,1.251,-0.13,-0.989,5.408,2.147,0.567,-12.699,0.165,-1.435,0.242
P31,Agem Kiri,4,Naik,C3,4.778,-0.016,-1.291,1.745,-3.049,-1.28,6.1,1.306,4.925,6.22,0.592,-0.793,3.473,8.352,-0.67,-4.361,0.063
P31,Agem Kiri,4,Naik,P3,0.715,0.074,0.662,-1.434,-2.075,0.233,1.203,0.563,2.28,-0.653,0.3,0.677,3.306,5.777,1.287,-0.793,1.837
P31,Agem Kiri,4,Naik,T3,5.217,4.273,2.644,-6.987,-7.931,-5.089,-5.638,-6.582,-4.278,-3.631,4.543,-1.359,1.372,5.569,8.396,-3.423,-2.115
P31,Agem Kiri,4,Naik,F4,3.134,2.069,-1.375,-1.492,-2.557,-2.8,1.043,-0.022,-0.094,2.576,1.701,-2.52,-0.207,-4.158,0.878,-4.021,-1.457
P31,Agem Kiri,4,Naik,C4,5.64,2.397,3.221,2.544,-0.7,3.491,1.302,-1.942,1.642,2.385,4.929,3.033,2.318,5.758,3.551,0.202,-1.014
P31,Agem Kiri,4,Naik,F8,1.701,1.64,-0.182,-1.647,-1.708,0.453,0.51,0.45,1.909,1.995,2.401,-1.004,0.992,-2.064,-0.046,-3.606,-1.426
P31,Agem Kiri,4,Naik,T4,9.487,2.104,-0.914,9.277,1.894,0.56,6.132,-1.251,-2.851,8.164,9.05,6.485,1.462,-2.287,2.337,1.263,-1.792
P31,Agem Kiri,4,Naik,T6,2.223,-0.032,-7.83,0.389,-1.867,-6.24,5.562,3.306,-1.578,7.506,1.528,-1.669,0.405,-3.623,-4.351,-6.98,-1.724
P31,Agem Kiri,4,Tahan,F3,-0.57,1.063,-2.526,-5.581,-3.948,-4.839,-1.747,-0.114,-1.159,-3.898,2.582,-1.953,2.391,-0.471,2.844,-1.755,2.036
P31,Agem Kiri,4,Tahan,C3,5.068,1.092,-1.0,2.435,-1.542,-0.59,5.213,1.237,4.039,3.926,1.257,-0.982,1.702,5.656,1.63,-1.419,1.403
P31,Agem Kiri,4,Tahan,P3,-0.72,0.692,-0.774,-1.115,0.297,0.552,-0.946,0.466,0.13,-1.438,0.03,0.068,-0.216,-0.537,0.539,0.296,0.449
P31,Agem Kiri,4,Tahan,T3,-1.757,1.857,-4.33,-6.676,-3.062,-4.777,-3.618,-0.004,-2.257,-2.762,2.134,-2.453,0.529,-4.348,0.661,-3.964,-0.937
P31,Agem Kiri,4,Tahan,C4,-0.208,1.048,-2.626,-3.537,-2.281,-2.59,-3.138,-1.883,-2.797,-2.581,0.251,-0.585,1.918,3.801,2.053,-1.003,-0.633
P31,Agem Kiri,4,Tahan,T4,10.787,-0.301,0.387,12.755,1.667,4.038,10.547,-0.542,1.564,10.946,1.111,2.498,0.343,8.767,1.201,2.009,-0.077
P31,Agem Kiri,4,Tahan,T6,6.209,1.623,-3.844,3.21,-1.376,-3.419,5.394,0.808,-1.746,4.751,2.677,-0.433,1.97,2.547,2.048,-1.454,0.783
P31,Ngeed,3,Berdiri,Fp1,-2.739,-3.345,-2.429,-2.632,-3.237,0.361,-1.78,-2.385,0.703,-1.543,-2.647,-1.689,-0.53,1.611,-1.388,-1.117,-0.282
P31,Ngeed,3,Berdiri,F3,-3.829,-1.675,-5.784,-3.13,-0.977,-2.388,-1.94,0.214,-1.352,-2.067,-0.937,0.09,0.914,-2.233,-2.019,-1.101,0.066
P31,Ngeed,3,Berdiri,C3,8.228,0.241,2.16,7.857,-0.131,4.832,4.265,-3.723,3.09,4.422,0.449,2.594,0.807,12.566,4.356,3.516,-0.027
P31,Ngeed,3,Berdiri,P3,0.739,1.102,0.686,-1.97,-1.608,-0.303,-4.08,-3.718,-3.003,-4.523,0.349,0.561,0.692,6.43,4.7,2.47,0.31
P31,Ngeed,3,Berdiri,O1,-3.436,-2.809,-2.192,-3.435,-2.808,0.104,-3.935,-3.308,-1.083,-3.55,-1.49,-0.254,0.181,0.658,-0.327,0.05,-0.49
P31,Ngeed,3,Berdiri,F7,0.551,-2.185,-1.948,-1.003,-3.739,-2.045,0.14,-2.596,-1.081,0.367,-1.387,-1.222,1.236,5.385,0.23,-1.363,-0.216
P31,Ngeed,3,Berdiri,T3,4.355,2.082,1.782,-1.598,-3.872,0.3,-2.414,-4.687,-1.053,-2.197,2.242,-1.691,-0.797,6.671,6.279,0.558,-0.282
P31,Ngeed,3,Berdiri,T5,-1.911,-0.86,-3.81,-4.789,-3.738,-2.929,-2.633,-1.582,-0.512,-2.161,-1.107,-2.981,-0.449,0.825,-0.019,-2.668,-0.535
P31,Ngeed,3,Berdiri,Fp2,8.417,2.506,0.824,5.234,-0.678,-1.012,3.37,-2.541,-1.555,3.042,3.06,1.192,0.76,9.187,5.753,2.247,0.418
P31,Ngeed,3,Berdiri,F4,3.247,1.063,-1.262,0.163,-2.021,-1.145,0.242,-1.942,-0.894,1.465,0.699,-1.337,0.327,5.45,1.965,-1.275,-1.179
P31,Ngeed,3,Berdiri,C4,4.216,0.91,1.797,-0.525,-3.83,0.422,-0.566,-3.871,-0.225,0.558,0.833,-1.982,-0.219,7.723,3.727,-1.072,-1.107
P31,Ngeed,3,Berdiri,P4,7.521,0.896,0.086,4.811,-1.815,-2.424,3.341,-3.285,-2.997,3.444,1.536,0.473,1.232,11.832,4.505,1.43,-0.002
P31,Ngeed,3,Berdiri,O2,7.466,0.869,1.941,2.062,-4.535,-0.588,2.398,-4.2,-0.467,1.28,0.451,-1.688,0.318,12.492,6.345,0.806,1.155
P31,Ngeed,3,Berdiri,F8,4.248,2.303,2.365,-0.4,-2.345,1.7,0.064,-1.881,1.462,0.589,1.982,-0.864,0.266,3.7,3.732,-0.978,-0.508
P31,Ngeed,3,Berdiri,T4,9.827,0.961,-0.574,6.954,-1.912,-1.763,8.246,-0.62,-0.737,8.273,0.832,-1.111,1.321,12.126,2.581,-1.168,0.216
P31,Ngeed,3,Berdiri,T6,12.562,3.169,2.51,7.046,-2.348,0.417,7.894,-1.499,0.754,9.767,2.941,-1.599,-0.27,9.818,4.009,-2.542,-1.585
P31,Ngeed,3,Gerak,Fp1,-0.196,-3.031,0.114,-6.163,-8.998,-3.17,-1.548,-4.383,0.935,-1.952,-1.219,-6.042,0.114,5.207,1.514,-4.246,0.347
P31,Ngeed,3,Gerak,C3,11.735,2.523,5.666,3.19,-6.022,0.165,2.142,-7.069,0.968,1.864,3.045,0.048,1.436,13.804,10.102,1.359,0.333
P31,Ngeed,3,Gerak,O1,0.62,-0.301,1.864,-6.909,-7.83,-3.37,-3.221,-4.142,-0.369,-5.054,2.033,-2.36,2.604,7.237,5.046,-1.948,1.685
P31,Ngeed,3,Gerak,F7,2.165,-1.836,-0.334,-4.351,-8.353,-5.394,-2.018,-6.02,-3.239,-2.11,2.348,-1.835,2.477,6.519,4.013,-2.279,0.03
P31,Ngeed,3,Gerak,T3,-4.917,-0.747,-7.49,-2.897,1.274,-0.998,-7.227,-3.057,-5.866,-5.246,-0.862,2.054,0.032,0.021,-0.323,2.253,-2.136
P31,Ngeed,3,Gerak,T5,-0.733,0.164,-2.632,-7.062,-6.164,-5.202,-4.427,-3.529,-2.307,-5.056,0.828,-2.077,1.356,5.889,3.695,-2.098,0.48
P31,Ngeed,3,Gerak,Fp2,8.772,-0.525,1.179,0.186,-9.111,-6.059,1.646,-7.651,-3.28,0.119,3.955,-4.188,1.966,13.33,8.668,0.069,1.53
P31,Ngeed,3,Gerak,F4,5.761,1.522,1.252,-5.535,-9.774,-6.843,-3.337,-7.576,-4.474,-2.97,4.738,-3.662,1.12,7.511,8.362,-2.62,-0.455
P31,Ngeed,3,Gerak,C4,3.195,0.809,0.777,-0.898,-3.285,0.049,-0.014,-2.4,0.327,-1.602,0.436,-0.932,2.822,10.223,4.598,0.675,1.541
P31,Ngeed,3,Gerak,P4,6.016,-0.712,-1.42,4.731,-1.997,-2.504,1.733,-4.995,-4.605,-2.561,1.351,3.159,1.847,11.402,8.259,7.245,4.219
P31,Ngeed,3,Gerak,O2,7.744,1.827,2.22,2.706,-3.211,0.057,0.648,-5.269,-2.216,0.01,0.417,-0.971,-0.189,11.97,7.735,2.696,0.638
P31,Ngeed,3,Gerak,T4,16.5,1.691,6.1,4.938,-9.871,-3.779,3.868,-10.941,-5.115,2.232,6.667,-1.599,2.514,20.627,14.546,2.747,1.702
P31,Ngeed,3,Gerak,T6,6.732,4.061,-3.321,1.738,-0.934,-4.891,1.406,-1.266,-5.734,2.185,6.512,1.956,3.436,2.397,4.818,-0.408,-0.715
P31,Ngeed,3,Naik,Fp1,3.792,0.04,4.102,-4.146,-7.897,-1.152,-1.379,-5.131,1.104,-0.554,1.1,-5.817,-0.406,8.146,4.277,-3.602,-0.841
P31,Ngeed,3,Naik,F3,-0.337,-1.562,-2.293,0.119,-1.105,0.862,1.486,0.261,2.074,-0.538,0.096,3.65,4.18,3.1,0.133,0.647,2.008
P31,Ngeed,3,Naik,C3,9.545,0.198,3.476,4.494,-4.853,1.469,3.323,-6.024,2.148,2.433,0.754,0.308,3.423,22.42,7.414,2.105,0.962
P31,Ngeed,3,Naik,P3,-3.206,-5.299,-3.259,4.08,1.986,5.747,1.631,-0.462,2.708,1.162,-1.94,4.374,1.688,-5.522,-4.224,2.939,0.503
P31,Ngeed,3,Naik,O1,-2.237,-2.403,-0.993,0.86,0.694,4.4,0.21,0.044,3.062,0.251,-0.24,3.081,1.574,-1.701,-2.457,0.614,-0.034
P31,Ngeed,3,Naik,F7,5.272,-3.087,2.773,0.789,-7.57,-0.253,3.851,-4.508,2.63,2.163,-0.488,-3.481,1.002,11.486,3.378,-1.334,1.752
P31,Ngeed,3,Naik,T3,5.886,1.467,3.314,2.543,-1.876,4.442,5.708,1.289,7.069,4.516,4.749,1.395,2.477,-1.855,1.931,-1.89,1.325
P31,Ngeed,3,Naik,T5,0.019,-2.707,-1.88,3.769,1.042,5.629,2.478,-0.249,4.598,2.161,-0.261,4.464,2.606,1.23,-1.873,1.648,0.381
P31,Ngeed,3,Naik,F4,6.855,1.867,2.346,0.919,-4.069,-0.389,5.119,0.131,3.982,3.037,7.558,0.03,3.228,-7.441,4.196,-2.062,2.172
P31,Ngeed,3,Naik,C4,3.969,0.438,1.55,4.26,0.73,5.208,2.524,-1.007,2.865,2.936,1.129,1.962,0.29,2.443,1.397,1.378,-0.326
P31,Ngeed,3,Naik,P4,9.726,1.682,2.29,8.952,0.908,1.717,8.884,0.84,2.546,8.746,0.492,1.597,1.86,10.48,2.066,0.366,0.396
P31,Ngeed,3,Naik,O2,5.064,-2.146,-0.461,6.613,-0.596,3.963,4.698,-2.511,1.834,6.068,-0.93,2.02,0.454,10.564,-0.25,0.656,-1.191
P31,Ngeed,3,Naik,T4,12.291,1.092,1.89,13.856,2.657,5.139,7.908,-3.29,-1.074,8.644,3.952,6.274,1.353,8.974,4.72,5.37,-0.481
P31,Ngeed,3,Tahan,Fp1,-5.038,-6.219,-4.728,-7.786,-8.968,-4.793,-0.964,-2.146,1.519,-1.014,-2.76,-5.749,1.406,-2.307,-4.15,-6.791,0.02
P31,Ngeed,3,Tahan,F3,-2.631,-0.99,-4.587,-3.609,-1.968,-2.867,-1.612,0.029,-1.024,-0.246,-0.706,-1.658,1.099,-0.768,-2.416,-3.367,-1.373
P31,Ngeed,3,Tahan,C3,4.49,0.551,-1.579,0.245,-3.694,-2.78,-1.743,-5.681,-2.917,-0.326,0.312,-1.591,0.56,12.714,4.775,0.564,-1.426
P31,Ngeed,3,Tahan,O1,-3.023,-2.525,-1.779,-0.358,0.14,3.182,-1.168,-0.671,1.683,-0.669,-0.529,1.053,1.34,-2.156,-2.437,0.299,-0.519
P31,Ngeed,3,Tahan,F7,2.515,-1.053,0.017,-1.027,-4.595,-2.07,0.634,-2.934,-0.587,0.389,-0.088,-1.758,2.658,9.35,2.174,-1.409,0.256
P31,Ngeed,3,Tahan,T3,8.816,0.574,6.243,7.648,-0.593,9.547,4.834,-3.408,6.195,5.413,-0.193,0.42,0.421,13.05,4.075,2.334,-0.42
P31,Ngeed,3,Tahan,T5,-3.692,-2.907,-5.591,-1.487,-0.703,0.373,-1.116,-0.331,1.004,0.53,-1.175,-1.193,0.883,-4.434,-4.156,-2.007,-1.63
P31,Ngeed,3,Tahan,Fp2,7.7,-1.22,0.106,1.688,-7.232,-4.557,3.309,-5.611,-1.617,0.711,1.856,-2.571,2.251,12.804,7.077,0.99,2.619
P31,Ngeed,3,Tahan,F4,6.822,1.639,2.313,5.466,0.283,4.158,3.703,-1.481,2.566,3.417,1.819,1.443,0.527,7.028,3.83,2.112,0.386
P31,Ngeed,3,Tahan,P4,12.791,2.772,5.355,10.009,-0.009,2.774,11.638,1.62,5.301,10.851,2.159,1.166,2.829,13.538,3.288,-0.643,1.108
P31,Ngeed,3,Tahan,O2,8.223,2.2,2.698,2.127,-3.895,-0.522,5.625,-0.397,2.761,4.985,3.986,-1.736,2.066,3.747,3.857,-2.766,0.787
P31,Ngeed,4,Berdiri,C4,-1.356,0.737,-3.774,-3.716,-1.623,-2.769,-4.236,-2.143,-3.895,-4.977,-0.006,-1.365,0.14,2.264,3.003,1.169,0.595
P31,Ngeed,4,Berdiri,T4,10.296,0.773,-0.104,6.042,-3.482,-2.675,7.36,-2.164,-1.623,6.488,1.601,-1.007,0.995,11.233,4.614,-0.328,1.063
P31,Ngeed,4,Berdiri,T6,10.39,2.058,0.338,5.754,-2.578,-0.875,5.492,-2.84,-1.648,5.409,1.137,-1.546,-0.252,13.528,5.653,0.444,0.242
P31,Ngeed,4,Gerak,Fp1,-2.649,-4.0,-2.339,-0.912,-2.263,2.081,-0.627,-1.979,1.856,-4.029,-2.902,3.708,5.898,5.859,0.88,3.043,3.283
P31,Ngeed,4,Gerak,C3,11.406,3.115,5.337,7.292,-0.998,4.267,5.201,-3.09,4.026,6.156,4.826,1.78,0.507,8.933,6.015,1.249,-0.774
P31,Ngeed,4,Gerak,O1,-0.802,-1.705,0.442,-3.591,-4.494,-0.052,-2.521,-3.425,0.33,-3.858,-0.275,0.049,2.936,8.157,2.577,0.197,1.223
P31,Ngeed,4,Gerak,F7,-0.353,-2.909,-2.852,1.218,-1.338,0.176,-1.05,-3.606,-2.271,-3.755,-0.069,3.491,3.064,5.954,2.935,4.904,2.594
P31,Ngeed,4,Gerak,T3,-4.388,-1.834,-6.96,-1.658,0.896,0.24,-4.796,-2.242,-3.435,-2.623,0.451,4.945,-0.644,-8.089,-2.09,0.917,-2.25
P31,Ngeed,4,Gerak,T5,-1.827,-1.167,-3.726,-3.672,-3.012,-1.812,-2.314,-1.654,-0.193,-3.813,0.663,1.704,3.456,5.064,1.513,0.072,1.388
P31,Ngeed,4,Gerak,Fp2,9.039,1.376,1.446,9.53,1.867,3.285,4.175,-3.489,-0.751,1.99,2.842,4.881,1.314,11.536,7.296,7.576,2.243
P31,Ngeed,4,Gerak,F4,2.061,1.205,-2.448,-0.025,-0.881,-1.333,0.92,0.064,-0.217,1.477,2.734,0.509,1.974,-3.013,0.767,-1.475,-0.514
P31,Ngeed,4,Gerak,C4,5.371,3.48,2.952,0.11,-1.781,1.057,-0.911,-2.801,-0.57,0.169,5.734,0.403,1.229,2.332,5.223,-0.056,-1.074
P31,Ngeed,4,Gerak,P4,9.96,-0.847,2.525,5.055,-5.752,-2.18,7.431,-3.376,1.093,4.839,1.018,0.092,3.814,16.81,5.723,0.305,2.735
P31,Ngeed,4,Gerak,O2,3.397,-3.673,-2.127,6.172,-0.898,3.522,3.171,-3.898,0.307,1.42,-0.182,5.212,2.858,9.285,2.154,4.778,1.793
P31,Ngeed,4,Gerak,F8,3.034,2.105,1.151,1.469,0.539,3.569,-4.018,-4.948,-2.62,-2.365,3.369,4.161,0.185,4.741,5.106,3.791,-1.723
P31,Ngeed,4,Gerak,T4,6.068,-7.304,-4.333,14.865,1.494,6.148,10.676,-2.696,1.693,12.281,-1.72,7.359,1.57,7.078,-4.687,2.809,-1.243
P31,Ngeed,4,Gerak,T6,14.078,4.153,4.025,9.9,-0.025,3.271,9.028,-0.897,1.888,9.77,6.964,1.374,-2.298,3.668,5.521,0.308,-0.454
P31,Ngeed,4,Naik,Fp1,-4.141,-0.24,-3.831,-7.454,-3.553,-4.46,-6.887,-2.986,-4.404,-7.98,-0.147,-0.72,0.518,-2.765,2.848,0.381,0.859
P31,Ngeed,4,Naik,C3,2.734,0.284,-3.335,-2.642,-5.092,-5.667,0.919,-1.531,-0.255,-0.175,1.329,-1.214,2.37,2.903,2.887,-2.47,1.089
P31,Ngeed,4,Naik,F7,-1.105,4.036,-3.603,-8.446,-3.304,-9.488,-6.151,-1.01,-7.371,-6.427,5.303,-0.631,1.527,-7.161,4.524,-2.136,0.087
P31,Ngeed,4,Naik,Fp2,9.886,0.011,2.293,10.71,0.836,4.465,6.296,-3.579,1.37,4.337,4.007,5.274,2.802,11.013,6.088,6.453,2.086
P31,Ngeed,4,Naik,F4,4.322,2.693,-0.187,-2.972,-4.601,-4.28,0.066,-1.564,-1.071,3.272,2.546,-2.024,3.82,9.766,1.457,-6.184,-3.11
P31,Ngeed,4,Naik,C4,6.745,2.425,4.326,0.443,-3.877,1.39,5.277,0.957,5.618,4.733,3.811,-2.204,2.511,4.533,2.6,-4.203,0.684
P31,Ngeed,4,Naik,P4,18.159,4.558,10.724,11.344,-2.258,4.109,10.903,-2.699,4.565,12.489,6.496,2.696,0.661,6.841,7.222,-0.917,-1.218
P31,Ngeed,4,Naik,O2,6.368,-0.784,0.844,4.663,-2.489,2.013,7.195,0.042,4.33,5.53,-0.947,2.626,2.469,1.62,1.525,-0.766,1.827
P31,Ngeed,4,Naik,F8,8.117,3.271,6.234,-2.893,-7.739,-0.793,1.986,-2.859,3.385,2.971,7.709,-3.829,2.626,0.314,5.515,-5.81,-0.897
P31,Ngeed,4,Naik,T4,8.935,2.047,-1.466,-2.461,-9.348,-11.177,3.557,-3.331,-5.426,1.538,3.294,-6.05,1.341,10.336,7.588,-3.97,2.064
P31,Ngeed,4,Naik,T6,13.692,3.254,3.64,4.295,-6.143,-2.334,10.209,-0.229,3.069,9.77,6.388,-2.944,3.534,8.375,5.136,-5.296,0.727
P31,Ngeed,4,Tahan,Fp1,-2.442,-3.615,-2.132,-1.682,-2.855,1.311,-3.118,-4.291,-0.635,-3.906,-0.402,2.129,1.708,1.774,0.979,2.153,0.674
P31,Ngeed,4,Tahan,C3,-1.737,-1.746,-7.805,-2.442,-2.451,-5.467,-1.683,-1.693,-2.858,-3.623,-0.429,-0.55,1.118,2.089,1.436,1.115,1.833
P31,Ngeed,4,Tahan,O1,-6.076,-3.123,-4.832,-3.367,-0.415,0.172,-4.579,-1.626,-1.727,-4.508,-1.917,1.218,-0.114,-4.095,-2.127,1.059,-0.203
P31,Ngeed,4,Tahan,F7,1.132,-1.18,-1.366,0.744,-1.569,-0.299,0.253,-2.06,-0.968,-0.489,-0.131,0.35,0.857,4.153,1.561,1.224,0.728
P32,Agem Kanan,1,Berdiri,Fp1,-3.432,-1.995,-5.118,-4.53,-3.093,-5.766,0.869,2.305,0.325,0.551,-0.764,-2.441,1.62,-5.377,-3.766,-4.892,0.366
P32,Agem Kanan,1,Berdiri,O1,0.087,-0.192,-0.607,-0.238,-0.518,-1.133,0.016,-0.263,0.254,-0.792,0.419,1.208,2.237,1.195,0.567,0.283,0.739
P32,Agem Kanan,1,Berdiri,T5,2.829,1.064,-0.112,2.446,0.682,1.372,2.412,0.648,1.656,0.498,3.006,2.442,0.747,-0.86,2.527,2.118,1.958
P32,Agem Kanan,1,Gerak,O1,2.58,0.219,1.887,-3.871,-6.233,-4.766,-1.149,-3.511,-0.911,-1.674,0.282,-1.51,3.491,6.874,3.596,-2.77,0.378
P32,Agem Kanan,1,Gerak,T5,1.048,0.75,-1.892,-5.46,-5.759,-6.534,-2.209,-2.507,-2.965,-1.896,0.728,-2.693,1.933,2.218,2.198,-4.213,-0.479
P32,Agem Kanan,1,Gerak,F4,-0.64,-4.85,-5.784,6.527,2.316,2.969,6.06,1.849,1.921,4.776,-1.29,5.473,3.017,-2.098,-3.536,3.385,1.702
P32,Agem Kanan,1,Gerak,F8,-3.058,-4.389,-6.159,2.179,0.849,2.526,2.004,0.674,0.939,0.745,-1.352,4.403,3.067,-2.343,-3.51,1.689,1.325
P32,Agem Kanan,1,Naik,F3,14.374,2.953,10.469,10.405,-1.016,8.088,9.375,-2.046,5.671,8.862,0.952,-1.497,-0.409,14.314,8.999,4.575,1.289
P32,Agem Kanan,1,Naik,F7,10.472,3.591,8.163,5.464,-1.417,3.828,1.736,-5.145,-0.311,1.973,8.452,4.114,2.519,6.059,9.275,4.166,-0.065
P32,Agem Kanan,1,Naik,T3,6.258,0.079,4.491,8.732,2.552,8.23,1.312,-4.868,0.705,2.621,2.879,6.564,0.785,8.295,4.669,7.008,-1.08
P32,Agem Kanan,1,Naik,Fp2,0.834,-0.013,-1.092,-5.21,-6.057,-5.791,1.807,0.96,-0.307,3.063,-0.335,-5.617,1.209,0.335,-1.024,-7.225,-0.988
P32,Agem Kanan,1,Naik,C4,3.579,-0.218,0.702,-2.328,-6.125,-3.3,0.538,-3.259,-0.73,1.269,2.07,-2.051,0.243,0.67,2.809,-3.163,-0.62
P32,Agem Kanan,1,Naik,P4,2.118,1.084,-0.669,2.753,1.718,1.496,0.401,-0.633,-2.144,-2.223,2.182,4.507,2.787,3.816,3.467,4.215,2.43
P32,Agem Kanan,1,Naik,T4,3.876,2.062,-0.855,1.352,-0.462,-2.416,1.854,0.04,-2.911,3.307,4.484,1.001,0.199,-2.148,1.871,-0.823,-1.164
P32,Agem Kanan,1,Naik,T6,0.741,-0.082,-3.88,0.521,-0.301,-0.736,0.505,-0.317,-1.411,2.492,3.284,0.724,-0.819,-8.291,-0.771,-1.118,-1.769
