participant_id,kind,task,rep,phase,a,b,dur,delta_Fp1,delta_F3,delta_C3,delta_P3,delta_O1,delta_F7,delta_T3,delta_T5,delta_Fp2,delta_F4,delta_C4,delta_P4,delta_O2,delta_F8,delta_T4,delta_T6,emg_Fp1,emg_F3,emg_C3,emg_P3,emg_O1,emg_F7,emg_T3,emg_T5,emg_Fp2,emg_F4,emg_C4,emg_P4,emg_O2,emg_F8,emg_T4,emg_T6
P32,gerak,AGEM KANAN,1.0,TURUN,37.69,42.0,4.31,5.23,11.88,11.25,14.2,16.01,6.82,9.92,10.04,10.1,8.06,8.33,11.47,5.4,5.56,8.72,3.15,8.41,10.56,13.58,10.93,10.85,4.45,11.11,9.85,6.88,4.22,7.65,8.42,7.67,2.56,7.73,8.78
P32,gerak,AGEM KANAN,1.0,TAHAN,41.5,45.32,3.82,-1.77,7.47,1.5,2.76,9.61,0.0,6.33,10.46,0.42,1.1,-7.69,2.4,-1.05,3.68,-5.32,-4.24,2.1,7.49,3.34,2.26,1.6,-1.85,5.93,5.57,2.86,5.23,1.0,3.82,1.36,4.21,-0.65,2.02
P32,gerak,AGEM KANAN,1.0,NAIK,44.82,47.39,2.57,4.06,13.49,6.76,10.05,11.03,6.35,8.36,10.49,9.58,5.96,5.92,9.41,6.34,1.52,5.74,6.09,8.87,7.92,8.78,7.45,6.16,5.7,8.55,6.53,6.27,6.39,5.22,5.97,7.53,3.3,5.48,5.32
P32,gerak,AGEM KANAN,1.0,POST,47.89,49.39,1.5,1.5,-8.36,-6.9,-13.17,-5.17,5.88,-1.47,7.52,-2.29,5.29,1.07,2.52,3.69,-1.6,-1.01,2.27,7.34,-9.1,-9.16,-11.46,-8.59,0.46,-2.74,2.83,1.84,3.49,1.44,2.46,3.18,-2.86,0.16,3.52
P32,gerak,AGEM KANAN,2.0,PRA,51.61,53.61,2.0,-21.63,-33.85,-12.44,-11.31,-5.2,-55.14,-52.3,-11.26,-58.4,-13.22,-23.0,-59.18,-19.42,-9.4,-20.66,-43.62,-4.31,-44.45,-7.71,-6.71,-3.75,-87.88,-85.41,-13.27,-79.69,-8.43,-27.27,-78.15,-23.63,-9.89,-43.28,-44.67
P32,gerak,AGEM KANAN,2.0,TURUN,53.61,55.71,2.1,2.81,10.06,5.0,5.6,6.3,-8.19,2.13,4.52,0.7,2.81,-2.13,2.94,-13.73,-1.71,-0.22,-7.99,8.38,8.72,3.32,1.48,1.44,-1.48,-2.81,-0.1,3.29,10.98,5.34,6.26,-7.32,6.81,6.76,-1.42
P32,gerak,AGEM KANAN,2.0,TAHAN,55.21,59.41,4.2,-0.34,6.88,1.12,5.58,9.68,-1.59,5.44,8.99,8.31,5.5,4.45,8.38,0.79,5.73,7.12,3.66,6.82,4.3,1.83,2.15,-0.83,-2.16,4.38,4.34,8.9,7.01,9.89,9.42,10.62,7.88,8.65,10.8
P32,gerak,AGEM KANAN,2.0,NAIK,58.91,62.22,3.31,2.11,2.78,-0.57,-2.24,-2.87,2.94,1.49,8.58,6.41,1.8,-1.86,2.98,-3.51,2.86,2.71,1.24,7.43,2.42,-1.56,-1.99,-2.29,-0.96,0.67,1.36,2.42,2.85,-1.05,1.97,-0.3,4.69,-0.0,3.59
P32,gerak,AGEM KANAN,2.0,POST,62.72,64.22,1.5,3.0,-7.06,-48.57,-21.56,-4.23,0.33,-6.04,6.96,8.57,8.47,10.21,8.9,8.05,4.82,9.41,8.19,10.05,0.99,-40.75,-10.62,2.29,6.47,-3.91,7.28,5.17,9.89,10.06,7.62,8.9,7.39,10.46,10.53
P32,gerak,AGEM KIRI,1.0,PRA,67.56,69.56,2.0,-36.78,-7.32,-7.99,-5.34,-10.61,-66.29,-18.45,-27.16,-49.16,-9.25,-59.15,-51.82,-83.51,-11.72,-62.65,-64.09,-16.13,-5.68,-1.64,-0.67,-1.48,-81.82,-9.46,-12.54,-67.44,-14.41,-78.3,-80.2,-99.38,-11.65,-83.77,-82.05
P32,gerak,AGEM KIRI,1.0,TURUN,69.56,72.77,3.22,7.57,15.83,10.9,10.33,8.96,7.56,8.99,9.2,11.57,7.08,6.6,11.18,-2.09,7.17,8.27,6.23,10.35,11.23,11.4,10.5,10.18,5.97,10.26,10.96,9.4,8.29,11.68,11.69,7.39,5.44,7.06,10.17
P32,gerak,AGEM KIRI,1.0,TAHAN,72.27,75.19,2.92,-0.93,7.81,7.75,11.24,6.57,2.64,4.41,0.59,4.77,0.56,-3.81,2.38,-13.08,-1.06,-9.4,-10.87,6.17,9.03,11.25,10.58,12.49,4.32,8.14,2.78,-1.22,-2.91,-11.55,-6.61,-14.8,-2.04,-6.07,-6.28
P32,gerak,AGEM KIRI,1.0,NAIK,74.69,78.38,3.69,4.2,12.9,8.92,9.74,8.66,8.67,9.53,9.53,7.18,2.8,4.35,5.89,5.97,2.06,2.84,1.18,9.83,14.01,11.89,10.86,9.74,5.83,10.32,11.93,4.8,4.28,5.87,5.15,5.71,4.46,6.76,6.72
P32,gerak,AGEM KIRI,1.0,POST,78.88,80.38,1.5,6.55,3.96,-5.74,-0.06,4.14,-0.81,-4.19,10.71,-9.75,4.98,5.64,-3.24,2.62,3.18,4.64,0.43,11.56,12.26,3.02,4.8,4.04,2.57,-0.2,10.23,-1.13,6.77,8.28,6.16,7.15,4.04,8.81,8.64
P32,gerak,AGEM KIRI,2.0,PRA,83.62,85.62,2.0,-23.95,-7.45,-9.94,-9.3,-6.95,-60.45,-13.83,-11.71,-29.3,-8.96,-35.15,-49.56,-96.23,-10.62,-57.03,-82.22,-18.75,-7.9,-3.46,-3.43,-2.36,-87.93,-9.69,-8.67,-21.73,-5.73,-18.95,-84.67,-124.3,-5.78,-79.5,-90.88
P32,gerak,AGEM KIRI,2.0,TURUN,85.62,87.68,2.06,4.84,13.33,8.6,10.01,8.59,-1.55,7.94,7.05,4.21,3.44,-5.64,0.47,-25.99,4.08,-2.33,-8.59,6.95,11.76,9.33,8.49,8.79,-0.56,6.37,7.2,-1.0,3.94,0.54,0.55,-10.61,1.78,1.99,-3.22
P32,gerak,AGEM KIRI,2.0,TAHAN,87.18,92.11,4.92,-0.73,4.97,7.08,5.98,5.98,-2.87,5.84,3.99,2.47,-0.2,-5.97,-2.8,-20.01,-1.62,-9.19,-10.55,7.4,8.14,9.2,8.6,6.69,2.0,8.62,6.78,0.73,1.99,-1.36,0.19,-17.09,1.76,-0.58,-6.01
P32,gerak,AGEM KIRI,2.0,NAIK,91.61,93.95,2.35,1.17,1.27,-5.33,-5.27,-3.93,-0.8,0.91,2.36,5.26,4.59,-1.69,5.27,0.79,0.62,0.6,-5.36,7.39,4.13,-4.68,-13.78,-15.1,-3.14,3.53,3.05,2.35,2.3,-0.2,-0.89,-1.14,1.18,-2.52,-2.14
P32,gerak,AGEM KIRI,2.0,POST,94.45,95.95,1.5,7.05,7.71,-12.38,-11.73,1.57,0.57,-4.87,6.17,0.25,5.97,7.11,0.56,7.33,6.24,7.74,3.64,11.81,14.59,1.3,-0.57,5.35,7.86,3.62,8.78,-7.74,5.62,6.32,-2.83,6.51,6.77,4.76,4.11
P32,gerak,NGEED,3.0,PRA,276.78,278.78,2.0,2.26,4.64,7.17,7.9,12.54,3.08,6.64,1.37,10.18,5.14,7.63,10.2,2.69,5.84,5.5,4.42,2.44,7.22,4.8,5.72,4.95,3.33,6.12,-0.08,4.3,1.6,6.08,3.68,1.41,4.09,2.81,6.85
P32,gerak,NGEED,3.0,TURUN,278.78,282.7,3.92,2.6,10.01,7.31,8.05,11.4,5.78,8.21,3.36,7.15,-1.2,-1.18,5.29,1.38,0.41,1.31,2.94,5.62,8.2,4.28,5.9,3.27,4.59,6.2,0.23,5.87,0.2,1.55,4.22,4.78,3.89,0.82,3.37
P32,gerak,NGEED,3.0,TAHAN,282.2,284.13,1.93,2.15,-5.65,-2.64,-3.0,6.65,4.23,4.47,8.86,-0.22,-6.46,-4.68,-0.74,-0.07,-3.63,-4.02,4.76,6.24,3.07,-1.95,-3.22,3.16,5.6,9.03,5.62,4.19,-5.22,-2.93,-1.06,-0.0,-3.7,-1.82,1.08
P32,gerak,NGEED,3.0,NAIK,283.63,285.67,2.04,-6.55,-32.88,-52.72,-37.27,-7.19,-15.09,-28.56,-7.42,-4.51,-13.17,-9.87,-5.28,-2.0,-6.8,-8.16,-4.93,-7.69,-21.63,-48.06,-26.08,-4.19,-3.53,-17.4,-4.96,-2.55,-10.86,-7.65,-4.14,-5.4,-8.53,-7.55,-4.25
P32,gerak,NGEED,3.0,POST,286.17,287.67,1.5,2.02,3.11,-7.1,-4.78,2.93,3.4,-5.48,3.99,7.55,5.83,8.19,7.94,9.45,3.99,8.02,4.34,7.31,5.28,-0.25,-0.53,4.05,6.29,-1.33,1.85,4.67,3.06,4.17,2.79,6.38,7.0,5.63,4.3
P32,gerak,NGEED,4.0,PRA,293.6,295.6,2.0,-8.31,1.87,-1.84,0.31,-0.08,-1.39,0.08,-5.35,4.53,-7.79,-5.43,0.55,-3.21,-9.66,-5.76,-2.69,-7.56,1.21,2.62,2.62,1.41,-2.15,2.26,-3.51,-1.21,-12.83,-10.41,-7.02,-9.35,-11.2,-11.48,-5.54
P32,gerak,NGEED,4.0,TURUN,295.6,297.89,2.29,3.67,13.77,7.7,8.65,13.42,11.7,9.61,9.31,15.72,8.5,12.56,14.62,12.53,4.57,11.78,12.75,10.25,11.43,9.73,8.08,9.36,7.57,10.67,7.13,6.22,5.19,7.61,8.12,10.55,8.57,8.52,8.43
P32,gerak,NGEED,4.0,TAHAN,297.39,300.44,3.06,-10.13,-17.34,-25.76,-18.1,6.65,-2.75,-14.68,-4.38,8.96,3.27,6.83,10.02,7.99,1.48,6.71,5.8,2.38,-8.96,-11.56,-6.16,1.5,-4.33,-2.79,-0.12,7.82,6.0,9.24,7.06,11.28,7.12,9.97,10.88
P32,gerak,NGEED,4.0,NAIK,299.94,302.33,2.39,-3.91,-2.79,-22.4,-14.34,2.09,-3.71,-13.01,-6.97,5.57,1.59,4.12,6.19,7.69,4.34,4.97,4.0,5.57,5.44,-8.41,-4.76,2.58,6.54,-1.81,1.46,2.12,-0.57,2.2,-0.46,3.64,0.45,1.97,2.18
P32,gerak,NGEED,4.0,POST,302.83,304.33,1.5,5.14,5.86,2.79,3.67,5.85,3.47,-0.67,4.82,4.43,4.68,6.22,6.28,6.6,3.62,6.89,3.9,6.0,-0.76,4.21,5.66,5.8,5.73,2.16,3.55,4.84,0.22,1.03,2.51,2.74,2.48,0.67,3.37
P32,gerak,AGEM KANAN,3.0,PRA,308.74,310.74,2.0,-10.88,-0.4,-3.12,0.0,-3.44,2.52,1.22,0.38,1.14,-6.67,-1.56,-1.38,-2.48,-10.73,-1.88,-3.39,-3.21,-0.78,0.77,0.34,-0.73,-2.14,1.93,-2.76,-0.12,-6.5,-2.92,-3.54,-0.73,-1.97,-2.93,-0.14
P32,gerak,AGEM KANAN,3.0,TURUN,310.74,313.15,2.41,1.19,6.35,4.3,8.28,9.13,10.26,1.84,7.87,16.13,8.77,12.76,15.46,13.27,6.08,12.78,13.07,9.21,13.53,10.66,12.37,10.45,8.58,6.73,8.42,5.72,5.33,9.94,6.64,14.38,6.9,8.23,9.54
P32,gerak,AGEM KANAN,3.0,TAHAN,312.65,316.0,3.35,2.92,6.37,3.87,6.86,7.19,8.46,5.05,5.53,12.76,2.51,9.34,13.37,10.38,4.0,7.07,8.39,8.73,3.8,8.21,5.54,7.92,7.27,6.7,8.23,7.63,1.15,6.34,8.27,6.05,2.27,7.63,8.32
P32,gerak,AGEM KANAN,3.0,NAIK,315.5,319.39,3.89,6.67,16.4,14.56,17.28,15.65,9.42,14.77,10.87,12.28,5.09,8.7,10.86,8.65,3.57,8.05,7.19,9.69,11.55,9.54,9.4,10.0,9.66,7.67,5.74,4.54,3.45,8.83,6.12,6.78,2.43,8.03,9.84
P32,gerak,AGEM KANAN,3.0,POST,319.89,321.39,1.5,11.44,16.85,10.94,13.69,15.25,13.76,10.28,6.46,15.27,8.42,11.77,16.01,11.58,7.48,10.64,10.59,9.68,18.02,10.64,12.42,12.52,10.85,14.92,7.97,7.75,5.98,8.97,8.06,11.48,6.47,9.94,10.09
P32,gerak,AGEM KANAN,4.0,PRA,324.81,326.81,2.0,0.08,-42.46,-36.94,-28.75,-14.53,-5.32,-24.13,-2.64,-0.17,-4.99,-2.18,-0.71,1.73,-4.06,-2.55,-1.73,-1.02,-67.82,-23.14,-22.39,-5.55,-1.53,-12.58,-0.97,0.73,-2.37,0.82,1.15,4.06,-0.06,1.75,4.12
P32,gerak,AGEM KANAN,4.0,TURUN,326.81,328.9,2.09,8.03,12.52,1.05,5.74,8.65,8.33,4.3,6.29,12.91,6.33,10.32,12.38,11.6,6.27,11.56,10.08,8.01,16.95,1.82,3.0,4.76,9.28,10.63,7.86,9.62,6.11,10.26,9.45,10.74,5.9,8.63,13.94
P32,gerak,AGEM KANAN,4.0,TAHAN,328.4,332.31,3.91,5.39,7.73,1.41,3.74,9.71,6.74,1.79,4.94,9.95,1.66,8.4,12.73,8.07,0.83,7.09,5.94,10.36,9.62,12.11,11.24,12.71,9.78,13.08,11.2,7.65,2.15,7.11,7.84,9.36,4.72,6.0,8.69
P32,gerak,AGEM KANAN,4.0,NAIK,331.81,334.89,3.08,3.51,10.94,10.56,12.34,13.19,7.0,9.79,9.14,7.85,3.08,5.02,8.25,4.88,2.46,4.04,4.51,10.98,14.07,11.13,10.37,10.85,4.59,8.97,6.99,6.95,0.33,3.34,4.94,5.46,3.44,7.53,10.01
P32,gerak,AGEM KANAN,4.0,POST,335.39,336.89,1.5,12.54,16.63,11.66,15.97,15.23,11.11,12.57,10.32,11.6,5.59,3.75,8.03,2.72,5.22,3.73,4.65,6.74,13.16,7.83,9.62,9.8,7.41,11.28,6.45,4.87,3.5,4.91,4.29,5.38,4.37,6.04,8.33
P32,gerak,AGEM KIRI,3.0,PRA,340.46,342.46,2.0,0.38,-7.32,-9.66,-7.39,-2.0,-10.23,-9.89,-10.87,-5.97,-17.84,-14.8,-7.79,-10.02,-15.09,-15.49,-9.3,-11.25,0.25,2.8,3.28,2.35,-2.95,2.41,-3.38,0.94,-13.6,-10.42,-5.58,-8.92,-6.69,-11.39,-3.42
P32,gerak,AGEM KIRI,3.0,TURUN,342.46,344.87,2.42,5.34,13.98,8.64,9.55,10.83,9.33,8.78,8.33,8.14,2.94,5.65,6.9,4.86,1.34,6.99,2.32,7.2,10.44,8.75,12.5,7.55,7.39,11.73,4.98,11.46,7.5,9.51,11.95,12.57,4.78,8.08,12.51
P32,gerak,AGEM KIRI,3.0,TAHAN,344.37,348.32,3.95,0.86,3.08,-6.24,-4.49,0.84,0.75,2.9,3.84,13.92,7.17,8.98,14.32,11.97,5.52,11.36,10.14,5.39,3.01,0.01,1.62,2.68,3.07,0.57,2.14,7.12,4.35,6.46,7.3,10.42,2.65,6.53,8.83
P32,gerak,AGEM KIRI,3.0,NAIK,347.82,351.17,3.35,5.78,4.09,-3.86,4.86,4.66,5.78,-3.65,3.9,11.41,5.05,7.57,10.67,11.11,1.3,8.16,7.74,4.91,7.71,-3.4,3.26,3.43,6.56,0.95,2.17,6.75,6.67,10.09,8.71,12.54,5.9,9.7,11.32
P32,gerak,AGEM KIRI,3.0,POST,351.67,353.17,1.5,7.36,13.5,-2.22,-1.4,4.67,7.2,2.73,5.54,8.02,4.63,7.01,8.63,9.6,5.38,7.94,7.54,12.05,16.61,8.93,7.66,9.72,8.58,10.08,8.65,4.73,3.21,6.92,5.17,7.42,8.38,7.71,8.87
P32,gerak,AGEM KIRI,4.0,PRA,356.35,358.35,2.0,-2.12,-19.77,-39.61,-17.21,-1.97,-14.65,-38.1,-7.0,-11.3,-8.85,-8.13,-7.95,-7.32,-4.07,-6.55,-5.39,7.85,-12.7,-32.15,-7.66,1.27,-9.34,-31.19,2.88,-4.87,-7.51,-5.47,-5.55,-3.13,-2.88,-5.16,-1.05
P32,gerak,AGEM KIRI,4.0,TURUN,358.35,361.0,2.65,6.57,12.85,-1.72,-1.84,9.47,7.67,-0.34,5.74,6.98,2.77,4.17,5.18,8.17,2.58,5.5,6.07,11.58,10.62,3.14,12.49,6.47,7.16,2.59,6.41,9.97,6.79,9.42,9.09,12.3,6.63,9.38,9.18
P32,gerak,AGEM KIRI,4.0,TAHAN,360.5,364.66,4.17,3.0,0.17,-6.81,-9.47,-0.24,2.53,-14.78,0.79,10.58,3.87,6.07,10.54,9.17,6.12,9.24,5.98,9.28,5.84,4.99,-0.57,3.29,2.44,-7.06,1.78,8.8,4.12,6.98,7.92,8.44,5.37,5.69,8.06
P32,gerak,AGEM KIRI,4.0,NAIK,364.16,366.97,2.81,7.61,13.99,3.92,3.55,4.28,7.5,7.32,4.63,14.01,7.9,11.16,13.35,13.2,7.52,9.97,10.53,11.21,12.33,9.87,10.79,11.0,3.54,9.75,9.56,7.45,5.35,7.38,9.02,10.44,4.58,7.17,9.83
P32,gerak,AGEM KIRI,4.0,POST,367.47,368.97,1.5,11.55,8.59,3.2,6.36,6.49,6.91,8.39,4.86,10.87,3.9,7.53,9.18,9.63,6.67,7.12,9.95,7.93,6.19,4.47,5.87,5.88,3.26,10.62,6.13,5.47,2.91,6.85,6.85,9.93,3.87,8.06,11.13
P32,acuan,BERDIRI RILEKS,,ACUAN,15.58,21.08,5.49,-6.72,-22.07,-27.33,-30.42,-6.47,-12.58,-30.35,-3.16,-23.75,-1.34,-4.48,-23.4,-4.34,-4.15,-1.38,-9.92,-6.91,-30.97,-26.98,-45.97,-4.54,-11.64,-20.87,-1.94,-19.32,-2.36,-5.83,-17.03,-6.35,-5.11,-6.12,-7.81
P32,acuan,BERDIRI RILEKS,,ACUAN,31.74,37.19,5.45,0.0,0.0,2.91,2.48,-0.44,0.0,3.87,2.67,-0.46,0.0,0.0,0.0,0.0,-3.26,2.13,2.08,-0.66,-1.38,-0.8,-3.17,-6.07,0.05,-2.09,0.71,0.0,4.78,6.36,1.73,5.81,0.0,6.25,5.01
P32,acuan,BERDIRI RILEKS,,ACUAN,49.39,53.11,3.72,-8.3,-61.15,-23.74,-19.32,-4.97,-12.96,-60.93,-3.13,-22.76,-1.95,-3.98,-26.2,-4.24,-1.35,-2.75,-10.06,1.81,-88.78,-15.46,-14.18,-7.2,-14.38,-85.19,-5.14,-12.37,2.02,-1.19,-14.5,-2.27,-0.42,0.0,-1.02
P32,acuan,BERDIRI RILEKS,,ACUAN,64.22,69.06,4.84,-7.34,-19.35,-18.02,-14.51,-4.08,-33.89,-44.64,-6.48,-32.34,-6.88,-9.1,-19.09,-6.24,-2.96,-9.52,-18.06,-3.68,-15.81,-7.99,-5.25,-4.31,-44.55,-37.09,-7.96,-40.92,-6.26,-8.93,-31.51,-9.54,-1.86,-8.02,-28.16
P32,acuan,BERDIRI RILEKS,,ACUAN,80.38,85.12,4.74,1.29,-14.34,-14.24,-10.34,-0.41,-30.48,-24.55,-3.15,-4.46,2.18,-0.5,-4.47,-4.96,0.47,-2.53,-9.84,-1.34,-9.68,-6.64,-4.43,-0.49,-40.05,-26.06,-2.78,-5.43,1.41,1.65,-2.32,-0.99,-4.28,-0.61,-6.13
P32,acuan,BERDIRI RILEKS,,ACUAN,95.95,101.95,6.0,3.03,6.92,1.1,0.0,6.48,3.28,-1.22,5.71,4.19,4.17,5.29,3.77,2.65,4.11,4.52,0.0,4.96,10.51,3.22,1.49,6.11,5.18,3.04,4.02,-3.11,2.22,-2.4,-0.87,0.0,0.86,-1.83,0.0
P32,acuan,ISTIRAHAT UTAMA,,ACUAN,101.95,274.28,172.33,-7.64,-2.0,-4.53,-2.74,-2.0,-5.04,-4.22,-2.75,-3.02,-8.56,-7.67,-4.97,-7.0,-7.51,-7.6,-7.5,-4.68,-0.16,0.0,0.0,0.0,-3.9,0.0,-1.28,-0.79,-6.26,-5.16,-3.41,-3.34,-6.07,-4.84,-2.0
P32,acuan,BERDIRI RILEKS,,ACUAN,287.67,293.67,6.0,-1.51,2.21,0.03,2.04,7.77,3.48,1.96,0.89,7.31,1.57,3.94,4.93,3.41,1.01,4.25,3.75,2.89,4.63,4.11,3.74,4.7,3.14,2.54,0.41,2.51,-0.91,0.0,0.0,2.31,3.71,0.83,-0.3
P32,acuan,BERDIRI RILEKS,,ACUAN,304.33,310.24,5.91,-1.18,4.15,1.81,4.41,4.83,1.0,2.09,-1.59,6.51,1.85,1.85,5.26,1.37,0.78,2.12,2.04,0.0,4.81,5.43,5.98,5.41,0.0,4.75,0.3,4.58,-0.51,2.54,2.18,0.48,1.51,2.36,3.81
P32,acuan,BERDIRI RILEKS,,ACUAN,321.39,326.31,4.92,4.24,-4.0,-2.7,-2.55,0.0,4.89,0.0,0.0,3.81,-1.36,1.1,5.9,5.19,0.0,0.95,5.41,5.41,0.0,-2.81,-2.05,-1.01,2.19,-1.19,-0.71,3.61,2.37,5.02,4.98,6.93,1.52,4.84,7.72
P32,acuan,BERDIRI RILEKS,,ACUAN,336.89,341.96,5.07,4.41,1.53,2.49,4.76,5.82,-2.43,4.34,1.16,0.0,-9.29,-11.06,-3.38,-8.61,-4.45,-14.06,-5.32,-2.38,7.86,5.61,6.11,5.41,-0.8,5.16,0.0,4.99,-3.93,-4.46,1.22,-6.48,-1.17,-5.05,0.09
P32,acuan,BERDIRI RILEKS,,ACUAN,353.17,357.85,4.68,3.32,7.53,0.0,0.81,5.61,9.19,2.74,4.77,8.24,3.3,6.02,7.13,7.23,2.89,8.32,7.07,11.41,10.81,2.33,1.35,5.84,8.18,3.43,5.12,3.69,1.98,3.58,3.56,8.34,5.69,5.37,7.22
P32,acuan,BERDIRI RILEKS,,ACUAN,368.97,374.97,6.0,2.44,8.68,4.33,4.9,8.37,5.02,5.67,5.12,7.9,0.42,1.24,5.93,2.86,0.6,0.0,1.16,8.45,9.23,8.63,8.38,8.32,4.91,9.82,6.12,1.5,0.0,1.7,2.62,5.07,3.06,1.49,3.64
P32,romberg,BERDIRI MATA TERTUTUP,,EC,411.86,441.86,30.0,-10.23,-5.89,-7.66,-4.81,-4.72,-8.77,-6.13,-8.11,-7.25,-22.29,-18.3,-12.67,-11.82,-7.35,-20.4,-13.64,-9.2,-1.52,1.19,1.84,2.13,-4.93,0.34,-2.08,-1.92,-15.3,-11.87,-7.76,-10.0,-11.05,-15.14,-4.95
