jenis,fase,area,ukuran,n_penari,n_nonpenari,mean_penari,mean_nonpenari,hedges_g,p,artefak_rawan,p_fdr
EEG,NAIK,frontal,mu_periodic_db,17,11,0.8879475114780633,1.1892733233027795,-0.19778835822064275,0.6062055465045215,False,0.8406050244862698
EEG,POST,sentral,mu_periodic_db,17,11,0.9320241524853627,0.5964418258421135,0.1846867593922405,0.6393200640928518,False,0.8764806563357558
EEG,TURUN,oksipital,mu_periodic_db,17,11,0.38621961272465066,0.5971351242745514,-0.17247084622585146,0.6405050950145907,False,0.8764806563357558
EEG,NAIK,oksipital,mu_periodic_db,17,11,0.7737225475994784,1.0143619698025146,-0.16372808699787772,0.6555287106055604,False,0.8867725719583656
perilaku,latency_hud,-,median,17,11,1.6604852941176438,1.7474318181818156,-0.17921507205941872,0.6565527696230207,False,0.8867725719583656
EEG,NAIK,frontotemporal,theta_periodic_db,17,11,1.2731162304529409,1.0374116991219717,0.16320298009782913,0.6613576295390372,True,0.8874992706072241
EEG,NAIK,frontopolar,theta_periodic_db,17,11,1.141115078936421,0.9103082578647491,0.16554595928772584,0.6663943060840933,True,0.8885257414454578
EEG,NAIK,parietal,theta_periodic_db,17,11,1.0260645960016486,1.303356481361048,-0.165751593692237,0.6779316764944125,False,0.8981515204511963
EEG,TAHAN,frontal,exponent_change,17,11,0.041492823614461265,0.10524384214075742,-0.1624736451636584,0.6883927744238049,False,0.9062385891148824
EEG,TAHAN,parietal,theta_periodic_db,17,11,0.16110378027679859,0.3075941011782824,-0.14808347484002643,0.6966893086135144,False,0.9113107398677227
EEG,PRA,temporo-posterior,theta_periodic_db,17,11,0.6977464165683855,0.9498147367011135,-0.1505812112636829,0.7048881748249235,False,0.9113107398677227
EEG,NAIK,frontopolar,beta_periodic_db,17,11,0.4738372069336987,0.5779012190207838,-0.1556669045703589,0.7053895630706892,True,0.9113107398677227
EEG,TURUN,frontal,mu_periodic_db,17,11,0.6588628630276131,0.5021851048785687,0.13611824533209757,0.7209064321043547,False,0.9256082585043566
EEG,POST,frontal,mu_periodic_db,17,11,0.9555663660389788,0.730722482313401,0.13249298544799173,0.730594907976772,False,0.9322928887065557
EEG,NAIK,temporo-posterior,beta_periodic_db,17,11,0.4599682414600279,0.5433484108734065,-0.12999016645485614,0.7404821016655886,False,0.9329782242675
EEG,POST,frontopolar,beta_periodic_db,17,11,0.34194512946648414,0.2683439279549135,0.12480359579189793,0.7420244984711106,True,0.9329782242675
EEG,TURUN,frontopolar,beta_periodic_db,17,11,0.4655179381813195,0.41514361281711437,0.11812046752067244,0.7483046081797472,True,0.9329782242675
EEG,NAIK,temporo-posterior,offset_change,17,11,7.15573390437692,6.331554078425719,0.11626786254700773,0.7490738627532332,False,0.9329782242675
EEG,TURUN,frontal,beta_periodic_db,17,11,0.43749661278923624,0.5135735561830903,-0.12005099755846338,0.7636137236080843,False,0.9431074513987567
EEG,POST,temporal,beta_periodic_db,17,11,0.4020713982102446,0.318772920692488,0.1180602229984243,0.7662748042614899,True,0.9431074513987567
EEG,TAHAN,temporal,mu_periodic_db,17,11,0.8877025756003181,0.7881131278475926,0.10089309933552787,0.7886258605595038,True,0.9555514065843019
EEG,NAIK,temporal,beta_periodic_db,17,11,0.5535543448793514,0.4719831416731344,0.10338601469106337,0.7892199862502935,True,0.9555514065843019
EEG,POST,temporal,mu_periodic_db,17,11,0.8061719137952319,0.9457445396942059,-0.10016507051130812,0.790167509290865,True,0.9555514065843019
EEG,TAHAN,temporo-posterior,exponent_change,17,11,0.19177218327771764,0.236464653060329,-0.10037705223846949,0.7989507884246849,False,0.9605882311695634
EEG,NAIK,temporal,mu_periodic_db,17,11,1.174859362318369,1.2886981941996447,-0.09303642176439708,0.8093403070197359,True,0.9674872635638222
EEG,NAIK,oksipital,theta_periodic_db,17,11,0.6287654560157412,0.7417585842373825,-0.08091998440802853,0.8306760971048446,False,0.9850708295566875
EEG,POST,frontotemporal,mu_periodic_db,17,11,1.035571126465362,0.9097994990618257,0.08408519877630373,0.8348342449720872,True,0.9850708295566875
EEG,TURUN,temporo-posterior,theta_periodic_db,17,11,0.6625107854535534,0.7478702470689632,-0.07077305293478825,0.8456924857921442,False,0.9850708295566875
EEG,NAIK,parietal,mu_periodic_db,17,11,1.1876298105650989,1.2745616726418056,-0.06933041476342947,0.8517745311017582,False,0.9850708295566875
EEG,NAIK,frontal,offset_change,17,11,5.677957466396899,6.17075449653631,-0.06878324497173614,0.8518764818602778,False,0.9850708295566875
EEG,PRA,frontal,theta_periodic_db,17,11,0.6188568656304926,0.7441633436111853,-0.07523965364004963,0.8544951400418082,False,0.9850708295566875
EEG,TAHAN,frontal,theta_periodic_db,17,11,-0.029637677008096868,0.0634360837277136,-0.06784648907035398,0.8572010584123098,False,0.9850708295566875
EEG,POST,parietal,mu_periodic_db,17,11,0.9648856357310827,0.8919873706480643,0.05304418162405684,0.8870504626230804,False,0.9980432855320731
EEG,NAIK,frontopolar,exponent_change,17,11,0.21433054644355587,0.23285106023572527,-0.045421271163796816,0.9041736161472134,True,0.9980432855320731
EEG,TAHAN,temporo-posterior,beta_periodic_db,17,11,0.28918357127318156,0.31347417084963386,-0.04620918838508422,0.9050171673315269,False,0.9980432855320731
EEG,NAIK,frontopolar,mu_periodic_db,17,11,1.2619479760216954,1.326419099796881,-0.044162517702572644,0.907363377584969,True,0.9980432855320731
EEG,NAIK,temporal,exponent_change,17,11,0.1544583481874209,0.1384583044929408,0.040858547591613094,0.9149002255901302,True,0.9980432855320731
EEG,NAIK,sentral,theta_periodic_db,17,11,0.9108592513653075,0.9723723664388572,-0.0389879463653587,0.9185294506724009,False,0.9980432855320731
EEG,NAIK,frontotemporal,mu_periodic_db,17,11,1.2553126476154794,1.204308219956872,0.038062658355391,0.922473959166495,True,0.9980432855320731
